ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersionDisplayName,PointsAchieved,CertLevel,CertDate,IsCertified,OwnerTypes,GrossFloorArea,UnitOfMeasurement,TotalPropArea,ProjectTypes,OwnerOrganization,RegistrationDate
1000139227,No,PortMiami Cruise Terminal F 2.0,1103 North Cruise Blvd.,Miami,FL,33132,US,LEED v4 BD+C: NC,52,Silver,29/02/2024 00:00,Yes,"Government Use: Local, County",142882,Sq ft,0,Public Assembly: Other Assembly,"Miami-Dade County, Florida",23/12/2020 00:00
1000139250,No,NIKE 4th Phase ASRS Project,"No.88, west Guangzhou Rd",Taicang,Jiangsu,215400,CN,LEED v4 BD+C: NC,63,Gold,02/08/2024 00:00,Yes,Corporate: Publicly Traded,127886,Sq ft,0,Warehouse: Nonrefrigerated Distribution/Shipping,Nike Sport (China) Co. Ltd,24/12/2020 00:00
1000139455,Yes,Confidential,Confidential,Confidential,IL,Confidential,US,LEED v4 BD+C: NC,50,Silver,05/09/2024 00:00,Yes,Confidential,190000,Sq ft,0,Confidential,Confidential,31/12/2020 00:00
1000139488,No,SDSU - Second Stage,5500 Campanile Dr,San Diego,CA,92182,US,LEED v4 BD+C: NC,50,Silver,16/12/2024 00:00,Yes,"Educational: College, Public",14687,Sq ft,0,Core Learning Space: College/University,San Diego State University,30/12/2020 00:00
1000139639,No,Veterinary Specialty Center,2051 Waukegan Road,Bannockburn,IL,60015,US,LEED v4 BD+C: NC,51,Silver,15/02/2024 00:00,Yes,Corporate: Privately Held,78045,Sq ft,0,Healthcare: Clinic/Other Outpatient,Veterinary Specialty Center,08/01/2021 00:00
1000139692,No,Quinnipiac University Wellness Center,275 Mt Carmel Ave,Hamden,CT,06518,US,LEED v4 BD+C: NC,61,Gold,13/02/2024 00:00,Yes,"Educational: College, Private",56000,Sq ft,0,Other,Quinnipiac University,09/01/2021 00:00
1000139734,No,UW Tacoma Milgard Hall,1950 South C Street,Tacoma,WA,98402,US,LEED v4 BD+C: NC,72,Gold,11/04/2024 00:00,Yes,"Educational: University, Public",51602,Sq ft,0,Core Learning Space: College/University,University of Washington-Tacoma Campus,11/01/2021 00:00
1000139763,No,Building 48 Modernization,1 Denver Federal Center,Lakewood,CO,80225,US,LEED v4 BD+C: NC,70,Gold,15/11/2024 00:00,Yes,,153499,Sq ft,0,Office: Government, ,12/01/2021 00:00
1000139828,No,Museum of Solutions,"Museum of Solutions, Victoria Mills",Mumbai,Maharashtra,400013,IN,LEED v4.1 BD+C: NC,63,Gold,02/07/2025 00:00,Yes,Non-Profit (that do not fit into other c,5300,Sq m,0,Public Assembly: Museum,JSW Foundation,13/01/2021 00:00
1000139880,No,The Cape on Kiawah,2 Southern Pines Lane,Kiawah Island,SC,29455,US,LEED v4 BD+C: NC,61,Gold,04/12/2024 00:00,Yes,Corporate: Privately Held,177488,Sq ft,0,Multi-Family Residential: Condominium,East West Partners,15/01/2021 00:00
1000139883,No,Espace citoyen des Confluents,"1000 Rue Marie-Uguay, Laval, Quebec H7A",Laval,QC,H7A 0B9,CA,LEED v4 BD+C: NC,64,Gold,06/11/2024 00:00,Yes,"Government Use: Local, City",5206,Sq m,0,Public Assembly: Other Assembly,ville de Laval,15/01/2021 00:00
1000139971,No,Skye on 6th,817 N 6th St,Phoenix,AZ,85004,US,LEED v4 BD+C: NC,56,Silver,16/12/2024 00:00,Yes,Corporate: Privately Held,262766,Sq ft,0,Multi-Family Residential: Apartment,"6th & Garfield, LLC",20/01/2021 00:00
1000140123,No,VIMS - The Acuff Center for Aquaculture,1208 Greate Road,Gloucester Point,VA,23062,US,LEED v4 BD+C: NC,50,Silver,19/05/2024 00:00,Yes,"Educational: College, Public",18273,Sq ft,0,Laboratory,Virginia Institute Of Marine Sciences,25/01/2021 00:00
1000140452,No,"Walter Dods, Jr. RISE Center",1810 University Avenue,Honolulu,HI,96822,US,LEED v4 BD+C: NC,63,Gold,06/12/2024 00:00,Yes,Corporate: Privately Held,113972,Sq ft,0,Lodging: Dormitory,Hunt Companies,01/02/2021 00:00
1000140846,No,Caradosso 16,Via Caradosso 16,Milano,MI,20123,IT,LEED v4 BD+C: NC,69,Gold,11/04/2024 00:00,Yes,Investor: Investment Manager,4620,Sq m,0,Office: Financial,Caradosso 16 S.r.l,05/02/2021 00:00
1000140908,No,EXP Northeastern University,815 Columbus Ave,Boston,MA,02118,US,LEED v4 BD+C: NC,86,Platinum,30/08/2024 00:00,Yes,"Educational: College, Private",357100,Sq ft,0,Core Learning Space: College/University,Northeastern University,09/02/2021 00:00
1000140934,No,Premier Meat Building Expansion,270 rue Joseph Carrier,Vaudreuil,QC,J7V 5V5,CA,LEED v4 BD+C: NC,44,Certified,04/09/2024 00:00,Yes,Corporate: Privately Held,5557,Sq m,0,Industrial Manufacturing,Premier Meat,09/02/2021 00:00
1000140975,No,Mayo Hall Renovation and Addition,200 Maritime Academy Dr.,Vallejo,CA,94590,US,LEED v4 BD+C: NC,61,Gold,16/02/2024 00:00,Yes,"Educational: University, Public",24573,Sq ft,0,Office: Other Office,California State University Maritime Aca,10/02/2021 00:00
1000141120,No,CEU-FAC. HUMANIDADES Y CC. COMUNICACION,Juan XXIII 6-8,Madrid,Madrid,28001,ES,LEED v4 BD+C: NC,60,Gold,17/07/2024 00:00,Yes,"Educational: College, Private",7314,Sq m,0,Core Learning Space: College/University,Fundacion Universitaria San Pablo CEU,17/02/2021 00:00
1000141174,No,Urban Balcony Cluster 2 C-4 Plot Project,Daqiao street,Jinan,Shandong,250000,CN,LEED v4 BD+C: NC,67,Gold,22/01/2024 00:00,Yes,Investor: Investment Manager,69385,Sq m,0,Office: Government,Ji'nan Xiantou Industrial Development Co,18/02/2021 00:00
1000141220,No,UMass Chan Medical School - NERB,55 Lake Avenue North,Worcester,MA,01655,US,LEED v4 BD+C: NC,65,Gold,18/12/2024 00:00,Yes,"Educational: University, Public",351787,Sq ft,0,Laboratory,UMass Building Authority,19/02/2021 00:00
1000141516,No,1898 S. Flatiron Ct.,1898 S Flatiron Ct.,Boulder,CO,80301,US,LEED v4.1 O+M: EB,40,Certified,22/01/2024 00:00,Yes,Corporate: Privately Held,41377,Sq ft,0,Industrial Manufacturing,1898 Slopeside LLC,26/02/2021 00:00
1000141892,No,Student Health and Wellness Center,12530 USF Bull Run Drive,Tampa,FL,33620,US,LEED v4 BD+C: NC,50,Silver,18/11/2024 00:00,Yes,"Educational: College, Public",50615,Sq ft,0,Core Learning Space: College/University,University of South Florida,08/03/2021 00:00
1000141900,No,UC IRVINE CENTER FOR ADVANCED CARE,19262 Jamboree Road,Irvine,CA,92612,US,LEED v4 BD+C: NC,85,Platinum,07/11/2024 00:00,Yes,"Educational: University, Public",172000,Sq ft,0,Healthcare: Clinic/Other Outpatient,"University of California, Irvine",08/03/2021 00:00
1000141951,Yes,Confidential,Confidential,Confidential,QRO,Confidential,MX,LEED v4 BD+C: NC,63,Gold,25/07/2024 00:00,Yes,Confidential,6435,Sq m,0,Confidential,Confidential,10/03/2021 00:00
1000141978,No,Michigan Tech H-STEM Building,1400 Townshend Drive,Houghton,MI,49931,US,LEED v4 BD+C: NC,62,Gold,01/11/2024 00:00,Yes,"Educational: University, Public",65000,Sq ft,0,Core Learning Space: College/University,Michigan Technological University,10/03/2021 00:00
1000142002,No,Labriola Innovation Complex,1318 Maple St.,Golden,CO,80401,US,LEED v4 BD+C: NC,61,Gold,27/11/2024 00:00,Yes,"Educational: University, Public",37260,Sq ft,0,Core Learning Space: College/University,Colorado School of Mines,10/03/2021 00:00
1000142005,No,AECQ Integrated Workshop,"No.1 Shihang Road, Shichuan Town",Chongqing,Chongqing,401139,CN,LEED v4 BD+C: NC,62,Gold,06/03/2024 00:00,Yes,Corporate: Privately Held,120220,Sq m,0,Industrial Manufacturing,Asia-Europe New Energy Automobile Manufa,11/03/2021 00:00
1000142019,No,The Edison,Valley Rd & Enterprise Rd,Reno,NV,89512,US,LEED v4 BD+C: NC,60,Gold,14/08/2024 00:00,Yes,"Investor: REIT,Non-traded",174100,Sq ft,0,Multi-Family Residential: Apartment,Horizon  Properties,11/03/2021 00:00
1000142252,No,PG&E Davis T-Line,316 L STREET,DAVIS,CA,95616,US,LEED v4 BD+C: NC,67,Gold,22/07/2024 00:00,Yes,"Government Use: Other (utility, air",13500,Sq ft,0,Other,Pacific Gas & Electric Co.,16/03/2021 00:00
1000142532,No,HEIDENHAIN HEADQUARTER,Via de Notaris 51,milan,MI,20128,IT,LEED v4 BD+C: NC,86,Platinum,27/11/2024 00:00,Yes,Corporate: Privately Held,4648,Sq m,0,Office: Mixed-Use,Heidenhain Italiana s.r.l.,19/03/2021 00:00
1000142605,No,La Puente Enhanced One Stop Center,16005 Central Ave,La Puente,CA,91744,US,LEED v4 BD+C: NC,52,Silver,09/09/2024 00:00,Yes,"Government Use: Local, County",6895,Sq ft,0,Office: Government,County of Los Angeles,23/03/2021 00:00
1000142644,Yes,Confidential,Confidential,Confidential,FL,Confidential,US,LEED v4 BD+C: NC,44,Certified,29/01/2024 00:00,Yes,Confidential,145000,Sq ft,0,Confidential,Confidential,24/03/2021 00:00
1000142702,No,Tampa Convention Center,333 S Franklin St,Tampa,FL,32789,US,LEED v4.1 O+M: EB,53,Silver,21/02/2025 00:00,Yes,"Government Use: Local, City",560893,Sq ft,0,Public Assembly: Convention Center,Tampa Convention Center,25/03/2021 00:00
1000142772,No,303 Baldwin Avenue,303 Baldwin Avenue,San Mateo,CA,94401,US,LEED v4 BD+C: NC,61,Gold,11/09/2024 00:00,Yes,Corporate: Privately Held,127742,Sq ft,0,Office: Other Office,"Prometheus Real Estate Group, Inc.",26/03/2021 00:00
1000142917,Yes,Confidential,Confidential,Confidential,KS,Confidential,US,LEED v4 BD+C: NC,52,Silver,26/04/2024 00:00,Yes,Confidential,37180,Sq ft,0,Confidential,Confidential,31/03/2021 00:00
1000142962,No,E. S. Witchger School of Engineering,3200 Cold Spring Rd,Indianapolis,IN,46222,US,LEED v4 BD+C: NC,50,Silver,25/05/2024 00:00,Yes,"Educational: University, Private",60603,Sq ft,0,Core Learning Space: College/University,Marian University,01/04/2021 00:00
1000143027,No,Fountain Square One,11911 Freedom Drive,Reston,VA,20190,US,LEED v4.1 O+M: EB,54,Silver,17/07/2025 00:00,Yes,Corporate: Publicly Traded,264928,Sq ft,0,Office: Administrative/Professional,Boston Properties Inc.,07/04/2021 00:00
1000143029,No,Fountain Square Two,11921 Freedon Drive,Reston,VA,20190,US,LEED v4.1 O+M: EB,57,Silver,17/07/2025 00:00,Yes,Corporate: Publicly Traded,303058,Sq ft,0,Office: Administrative/Professional,Boston Properties Inc.,07/04/2021 00:00
1000143040,No,KP BELLFLOWER RAD ONC & IMAGING,4600 Rosecrans Ave.,Bellflower,CA,90706,US,LEED v4 BD+C: NC,63,Gold,12/06/2024 00:00,Yes,Community Development Corporation o,33316,Sq ft,0,Healthcare: Outpatient Office (Diagnostic),Kaiser Permanente,05/04/2021 00:00
1000143110,No,Raumplus wuxi new office building,"North of Lihe road, West of Konggang roa",Wuxi,Jiangsu,200001,CN,LEED v4 BD+C: NC,61,Gold,08/01/2024 00:00,Yes,Corporate: Publicly Traded,11232,Sq m,0,Industrial Manufacturing,"Raumplus Wuxi Home Technology Co.,Ltd",08/04/2021 00:00
1000143114,No,Boston Engine No. 17,7 Parish St,Boston,MA,02122,US,LEED v4 BD+C: NC,51,Silver,26/11/2024 00:00,Yes,"Government Use: Local, City",21396,Sq ft,0,Public Order and Safety: Fire/Police Station,City of Boston - Public Facilities Depar,08/04/2021 00:00
1000143188,No,Sumner Square,"1615 M Street, NW",Washington,DC,20036,US,LEED v4.1 O+M: EB,60,Gold,04/04/2025 00:00,Yes,Corporate: Publicly Traded,228520,Sq ft,0,Office: Administrative/Professional,Boston Properties Inc.,12/04/2021 00:00
1000143276,Yes,Confidential,Confidential,Confidential,NJ,Confidential,US,LEED v4 O+M: EB,45,Certified,02/08/2024 00:00,Yes,Confidential,41035,Sq ft,0,Confidential,Confidential,14/04/2021 00:00
1000143367,No,Kingstowne Center T,5971 Kingstowne Village Parkway,Alexandria,VA,22315,US,LEED v4.1 O+M: EB,70,Gold,04/04/2025 00:00,Yes,Corporate: Publicly Traded,160152,Sq ft,0,Office: Administrative/Professional,Boston Properties Inc.,16/04/2021 00:00
1000143369,No,Discovery Square I,12010 Sunset Hills Road,Reston,VA,20190,US,LEED v4.1 O+M: EB,65,Gold,18/11/2024 00:00,Yes,Corporate: Publicly Traded,188437,Sq ft,0,Office: Administrative/Professional,Boston Properties Inc.,16/04/2021 00:00
1000143373,No,Reston Overlook I,12011 Sunset Hills Road,Reston,VA,20190,US,LEED v4.1 O+M: EB,72,Gold,18/11/2024 00:00,Yes,Corporate: Publicly Traded,345393,Sq ft,0,Office: Administrative/Professional,Boston Properties Inc.,16/04/2021 00:00
1000143375,No,Reston Overlook II,12021 Sunset Hills Road,Reston,VA,20190,US,LEED v4.1 O+M: EB,66,Gold,12/04/2024 00:00,Yes,Corporate: Publicly Traded,140822,Sq ft,0,Office: Administrative/Professional,Boston Properties Inc.,16/04/2021 00:00
1000143390,No,Kingstowne Center K,5911 Kingstowne Village Parkway,Alexandria,VA,22315,US,LEED v4.1 O+M: EB,67,Gold,04/04/2025 00:00,Yes,Corporate: Publicly Traded,162029,Sq ft,0,Office: Administrative/Professional,Boston Properties Inc.,16/04/2021 00:00
1000143392,No,Discovery Square II,12012 Sunset Hills Road,Reston,VA,20190,US,LEED v4.1 O+M: EB,60,Gold,18/11/2024 00:00,Yes,Corporate: Publicly Traded,199518,Sq ft,0,Office: Administrative/Professional,Boston Properties Inc.,16/04/2021 00:00
1000143491,No,Brightview Hunt Valley Towne Centre,11509 McCormick Rd,Cockeysville,MD,21030,US,LEED v4 BD+C: NC,60,Gold,04/09/2024 00:00,Yes,Corporate: Privately Held,204718,Sq ft,0,Multi-Family Residential: Apartment,Brightview Senior Living,20/04/2021 00:00
1000143497,No,MAPAL India Private Limited,"186 & 187, Chennappachetty Pudur (PO)",Coimbatore,Tamil Nadu,641659,IN,LEED v4.1 BD+C: NC,86,Platinum,02/05/2024 00:00,Yes,Corporate: Privately Held,1741,Sq m,0,Office: Administrative/Professional,MAPAL India Pvt Ltd,21/04/2021 00:00
1000143561,No,B340s Renovation,342 Lakeside Dr.,Foster City,CA,94404,US,LEED v4 BD+C: NC,53,Silver,22/07/2024 00:00,Yes,Corporate: Publicly Traded,63143,Sq ft,0,Laboratory,"Gilead Sciences, Inc.",21/04/2021 00:00
1000143575,No,UCR SOM Education Building II,East Campus Drive,Riverside,CA,92507,US,LEED v4 BD+C: NC,81,Platinum,23/12/2024 00:00,Yes,"Educational: University, Public",95476,Sq ft,0,Core Learning Space: College/University,"University Of California, Riverside",22/04/2021 00:00
1000143656,No,Fire Station No. 5,1075 Preston Ave North,Saskatoon,SK,S7N 5E7,CA,LEED v4 BD+C: NC,49,Certified,21/05/2024 00:00,Yes,"Government Use: Local, City",916,Sq m,0,Public Order and Safety: Fire/Police Station,City of Saskatoon,26/04/2021 00:00
